-- 200개 마일리지 내역 가데이터 (적립금 2% 계산 반영)
-- ------------------------------------------------

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (1, '관리자추가', 500, 500, '2024-03-31', NULL, 'CUS198');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (112, '관리자추가', 500, 2500, '2023-01-17', NULL, 'CUS193');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (113, '적립', 1140, 11140, '2021-06-16', 'ORD216', 'CUS161');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (114, '적립', 1400, 2060, '2025-02-07', 'ORD178', 'CUS172');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (115, '적립', 2200, 2200, '2021-06-11', 'ORD091', 'CUS041');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (116, '적립', 760, 760, '2022-11-13', 'ORD113', 'CUS066');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (117, '적립', 2680, 2680, '2024-01-26', 'ORD156', 'CUS108');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (118, '적립', 91000, 91000, '2025-02-12', 'ORD272', 'CUS073');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (119, '적립', 3640, 3640, '2024-09-14', 'ORD043', 'CUS003');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (120, '적립', 3120, 12540, '2021-02-15', 'ORD296', 'CUS196');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (121, '적립', 11120, 11120, '2023-09-04', 'ORD211', 'CUS119');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (122, '적립', 6240, 9240, '2022-04-25', 'ORD126', 'CUS046');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (123, '관리자감소', -500, 340, '2025-08-05', NULL, 'CUS153');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (124, '관리자추가', 500, 1260, '2022-09-12', NULL, 'CUS147');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (125, '적립', 18000, 25440, '2020-08-24', 'ORD199', 'CUS030');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (126, '적립', 3060, 4060, '2022-11-24', 'ORD137', 'CUS031');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (127, '관리자추가', 1000, 1000, '2022-05-21', NULL, 'CUS143');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (128, '적립', 9580, 9580, '2023-08-29', 'ORD263', 'CUS026');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (129, '적립', 5900, 5900, '2021-12-24', 'ORD023', 'CUS142');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (130, '적립', 8520, 8520, '2022-07-11', 'ORD065', 'CUS012');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (131, '적립', 122940, 127000, '2021-08-02', 'ORD081', 'CUS031');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (132, '적립', 1780, 1780, '2024-06-21', 'ORD235', 'CUS056');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (133, '적립', 6450, 9450, '2021-06-23', 'ORD196', 'CUS061');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (134, '관리자감소', 0, 0, '2023-10-03', NULL, 'CUS148');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (135, '적립', 4480, 6260, '2020-01-13', 'ORD202', 'CUS056');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (136, '적립', 1260, 15660, '2024-02-14', 'ORD089', 'CUS033');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (137, '적립', 5860, 5860, '2024-01-28', 'ORD101', 'CUS002');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (138, '적립', 1860, 1860, '2022-01-01', 'ORD042', 'CUS120');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (139, '적립', 2910, 4910, '2022-04-06', 'ORD085', 'CUS015');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (140, '적립', 14200, 14200, '2023-08-18', 'ORD021', 'CUS054');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (141, '관리자추가', 2000, 2000, '2021-02-14', NULL, 'CUS086');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (142, '관리자감소', -1000, 3910, '2023-01-15', NULL, 'CUS015');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (143, '적립', 3420, 3420, '2023-12-28', 'ORD160', 'CUS048');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (144, '적립', 2400, 6420, '2025-03-15', 'ORD105', 'CUS058');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (145, '적립', 1160, 1160, '2023-07-21', 'ORD063', 'CUS006');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (146, '관리자감소', 0, 0, '2021-12-08', NULL, 'CUS152');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (147, '적립', 2180, 3180, '2022-03-07', 'ORD047', 'CUS197');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (148, '적립', 27760, 27760, '2025-06-14', 'ORD238', 'CUS111');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (149, '적립', 300, 20480, '2022-11-12', 'ORD149', 'CUS110');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (150, '관리자추가', 3000, 3000, '2024-04-23', NULL, 'CUS184');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (151, '관리자감소', -1000, 1000, '2024-12-08', NULL, 'CUS036');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (152, '적립', 5840, 5840, '2025-01-05', 'ORD204', 'CUS113');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (153, '적립', 7500, 7500, '2025-10-08', 'ORD038', 'CUS131');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (154, '관리자추가', 3000, 4460, '2024-01-30', NULL, 'CUS063');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (155, '적립', 1980, 5400, '2023-07-23', 'ORD256', 'CUS100');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (156, '적립', 2580, 2580, '2025-09-28', 'ORD067', 'CUS174');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (157, '관리자추가', 2000, 7400, '2024-05-05', NULL, 'CUS100');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (158, '적립', 5760, 5760, '2024-02-16', 'ORD210', 'CUS042');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (159, '관리자감소', 0, 0, '2025-09-28', NULL, 'CUS115');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (160, '관리자감소', 0, 0, '2022-07-12', NULL, 'CUS007');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (161, '적립', 1040, 13580, '2021-01-30', 'ORD072', 'CUS196');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (162, '관리자감소', 0, 0, '2021-06-18', NULL, 'CUS129');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (163, '적립', 7260, 7260, '2020-08-06', 'ORD055', 'CUS104');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (164, '적립', 7800, 7800, '2021-06-18', 'ORD035', 'CUS115');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (165, '적립', 4140, 15220, '2023-12-05', 'ORD236', 'CUS149');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (166, '적립', 2040, 6500, '2022-03-17', 'ORD275', 'CUS063');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (167, '관리자추가', 2000, 2000, '2020-07-17', NULL, 'CUS106');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (168, '적립', 1760, 1760, '2020-07-28', 'ORD006', 'CUS047');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (169, '적립', 960, 960, '2020-03-21', 'ORD229', 'CUS163');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (170, '관리자감소', 0, 0, '2025-02-07', NULL, 'CUS092');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (171, '적립', 7800, 74640, '2025-09-23', 'ORD277', 'CUS145');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (172, '관리자감소', -1000, 4840, '2024-12-01', NULL, 'CUS113');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (173, '적립', 5120, 5120, '2023-08-13', 'ORD282', 'CUS082');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (174, '적립', 5060, 8060, '2024-11-05', 'ORD022', 'CUS134');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (175, '관리자추가', 3000, 4260, '2024-10-18', NULL, 'CUS147');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (176, '적립', 6480, 6480, '2021-04-15', 'ORD118', 'CUS114');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (177, '관리자추가', 1000, 2860, '2020-03-23', NULL, 'CUS120');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (178, '관리자감소', 0, 0, '2020-02-20', NULL, 'CUS187');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (179, '적립', 1080, 1080, '2024-10-14', 'ORD271', 'CUS020');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (180, '적립', 12136, 12616, '2021-04-14', 'ORD155', 'CUS038');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (181, '적립', 360, 360, '2023-10-23', 'ORD215', 'CUS162');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (182, '적립', 5940, 5940, '2023-10-06', 'ORD259', 'CUS139');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (183, '적립', 2460, 9120, '2023-05-11', 'ORD292', 'CUS037');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (184, '적립', 12400, 18060, '2021-01-21', 'ORD290', 'CUS004');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (185, '적립', 6340, 6340, '2022-07-17', 'ORD102', 'CUS152');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (186, '적립', 2320, 2320, '2020-06-12', 'ORD158', 'CUS070');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (187, '적립', 5960, 12900, '2021-02-17', 'ORD129', 'CUS087');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (188, '적립', 20040, 21120, '2023-06-06', 'ORD163', 'CUS020');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (189, '적립', 8000, 8000, '2022-02-17', 'ORD053', 'CUS170');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (190, '관리자추가', 3000, 3000, '2021-09-16', NULL, 'CUS044');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (191, '적립', 620, 1620, '2022-02-06', 'ORD208', 'CUS036');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (192, '적립', 5580, 9000, '2023-12-11', 'ORD222', 'CUS048');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (193, '관리자감소', 0, 0, '2021-02-23', NULL, 'CUS071');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (194, '적립', 9760, 9760, '2020-06-25', 'ORD058', 'CUS156');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (195, '관리자추가', 2000, 2000, '2025-02-22', NULL, 'CUS035');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (196, '적립', 5220, 11480, '2020-12-29', 'ORD164', 'CUS056');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (197, '적립', 680, 680, '2023-08-12', 'ORD244', 'CUS062');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (198, '관리자감소', 0, 0, '2021-07-23', NULL, 'CUS132');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (199, '적립', 4200, 7320, '2021-02-13', 'ORD050', 'CUS175');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (200, '관리자추가', 500, 500, '2024-03-24', NULL, 'CUS182');

